danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.656,0.637,1,-3.867,1,0.0256,0.34,0,0.187,0.267,105.037,audio_features,6xRWoYwfwIKnT8bQGzKbxR,spotify:track:6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/tracks/6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/audio-analysis/6xRWoYwfwIKnT8bQGzKbxR,203141,4,Hiphop,God Is,,
0.514,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,156.078,audio_features,7r6aR2f57resC5r93LwMfK,spotify:track:7r6aR2f57resC5r93LwMfK,https://api.spotify.com/v1/tracks/7r6aR2f57resC5r93LwMfK,https://api.spotify.com/v1/audio-analysis/7r6aR2f57resC5r93LwMfK,203174,4,Hiphop,Hands On,,
0.611,0.459,0,-3.926,0,0.0422,0.614,0,0.126,0.177,148.28,audio_features,0oPOuDmmkVp3h6puekhs6P,spotify:track:0oPOuDmmkVp3h6puekhs6P,https://api.spotify.com/v1/tracks/0oPOuDmmkVp3h6puekhs6P,https://api.spotify.com/v1/audio-analysis/0oPOuDmmkVp3h6puekhs6P,213878,4,Hiphop,Use This Gospel,,
0.414,0.678,11,-5.089,0,0.223,0.13,3.46E-06,0.148,0.558,174.92,audio_features,6zm5hUdGlv9ersm5gKlVWN,spotify:track:6zm5hUdGlv9ersm5gKlVWN,https://api.spotify.com/v1/tracks/6zm5hUdGlv9ersm5gKlVWN,https://api.spotify.com/v1/audio-analysis/6zm5hUdGlv9ersm5gKlVWN,142720,4,Hiphop,Golden Fleece,,
0.699,0.41,7,-15.097,0,0.183,0.921,0.0871,0.173,0.404,119.91,audio_features,2epcQfma7mAV76cXXaRafn,spotify:track:2epcQfma7mAV76cXXaRafn,https://api.spotify.com/v1/tracks/2epcQfma7mAV76cXXaRafn,https://api.spotify.com/v1/audio-analysis/2epcQfma7mAV76cXXaRafn,127000,4,Hiphop,Heartbreak Ridge,,
0.569,0.541,9,-6.036,1,0.381,0.474,0,0.254,0.206,164.846,audio_features,3XaNHbNa9Chz9plhRpcaof,spotify:track:3XaNHbNa9Chz9plhRpcaof,https://api.spotify.com/v1/tracks/3XaNHbNa9Chz9plhRpcaof,https://api.spotify.com/v1/audio-analysis/3XaNHbNa9Chz9plhRpcaof,452504,4,Hiphop,everything,,
0.678,0.672,0,-5.688,1,0.0302,0.00959,0,0.0868,0.625,136.933,audio_features,2Yr2BzqNDpIh0YQcnFqM09,spotify:track:2Yr2BzqNDpIh0YQcnFqM09,https://api.spotify.com/v1/tracks/2Yr2BzqNDpIh0YQcnFqM09,https://api.spotify.com/v1/audio-analysis/2Yr2BzqNDpIh0YQcnFqM09,155993,4,Hiphop,VOICES (feat. XXXTENTACION),,
0.753,0.652,10,-5.943,0,0.0753,0.444,0,0.117,0.745,139.962,audio_features,5hDAT527wXWNBnJlujhuUs,spotify:track:5hDAT527wXWNBnJlujhuUs,https://api.spotify.com/v1/tracks/5hDAT527wXWNBnJlujhuUs,https://api.spotify.com/v1/audio-analysis/5hDAT527wXWNBnJlujhuUs,123560,4,Hiphop,Stuck In A Dream (feat. Gunna),,
0.874,0.442,4,-14.969,0,0.0794,0.181,0,0.0917,0.381,120.027,audio_features,7xK1pWKXDe4S5h1kXstNtb,spotify:track:7xK1pWKXDe4S5h1kXstNtb,https://api.spotify.com/v1/tracks/7xK1pWKXDe4S5h1kXstNtb,https://api.spotify.com/v1/audio-analysis/7xK1pWKXDe4S5h1kXstNtb,144013,4,Hiphop,Late Nights,,
0.54,0.734,4,-3.553,0,0.292,0.0369,0,0.131,0.227,169.068,audio_features,0bScrxcpjxkg9Md10zRjF7,spotify:track:0bScrxcpjxkg9Md10zRjF7,https://api.spotify.com/v1/tracks/0bScrxcpjxkg9Md10zRjF7,https://api.spotify.com/v1/audio-analysis/0bScrxcpjxkg9Md10zRjF7,158126,4,Hiphop,Dreamin',,
0.678,0.678,5,-7.518,1,0.0998,0.176,0,0.104,0.465,159.984,audio_features,56H3K8a3gbWeX0cg4GjSzC,spotify:track:56H3K8a3gbWeX0cg4GjSzC,https://api.spotify.com/v1/tracks/56H3K8a3gbWeX0cg4GjSzC,https://api.spotify.com/v1/audio-analysis/56H3K8a3gbWeX0cg4GjSzC,216053,4,Hiphop,Trapped in My Mind,,
0.659,0.614,9,-7.32,0,0.0541,0.000404,0,0.123,0.26,119.405,audio_features,0AICBlLzFCTpUqmAbtzB2z,spotify:track:0AICBlLzFCTpUqmAbtzB2z,https://api.spotify.com/v1/tracks/0AICBlLzFCTpUqmAbtzB2z,https://api.spotify.com/v1/audio-analysis/0AICBlLzFCTpUqmAbtzB2z,143969,4,Hiphop,Love Scars,,
0.54,0.465,2,-11.717,0,0.0577,0.0193,0.289,0.0977,0.0381,119.965,audio_features,2FlT7ZWEimlVgwoKycPJMn,spotify:track:2FlT7ZWEimlVgwoKycPJMn,https://api.spotify.com/v1/tracks/2FlT7ZWEimlVgwoKycPJMn,https://api.spotify.com/v1/audio-analysis/2FlT7ZWEimlVgwoKycPJMn,71915,4,Hiphop,Cut Myself,,
0.463,0.632,7,-9.577,1,0.0525,0.393,0,0.127,0.0894,163.71,audio_features,4uTFofZ26M2VgCVq3ixUUY,spotify:track:4uTFofZ26M2VgCVq3ixUUY,https://api.spotify.com/v1/tracks/4uTFofZ26M2VgCVq3ixUUY,https://api.spotify.com/v1/audio-analysis/4uTFofZ26M2VgCVq3ixUUY,100260,4,Hiphop,Haunt U,,
0.524,0.348,9,-14.775,1,0.0356,0.00406,2.59E-05,0.0659,0.0566,179.996,audio_features,6TcqArsi00vk5dj9GmrtcC,spotify:track:6TcqArsi00vk5dj9GmrtcC,https://api.spotify.com/v1/tracks/6TcqArsi00vk5dj9GmrtcC,https://api.spotify.com/v1/audio-analysis/6TcqArsi00vk5dj9GmrtcC,87549,4,Hiphop,hate my life,,
0.653,0.91,6,-3.797,1,0.319,0.114,0,0.111,0.818,182.204,audio_features,7hZoTr4ffMGqm9opMiGmBp,spotify:track:7hZoTr4ffMGqm9opMiGmBp,https://api.spotify.com/v1/tracks/7hZoTr4ffMGqm9opMiGmBp,https://api.spotify.com/v1/audio-analysis/7hZoTr4ffMGqm9opMiGmBp,150819,4,Hiphop,ONCE UPON A TIME (FREESTYLE),,
0.765,0.687,0,-6.664,1,0.259,0.216,0,0.104,0.813,185.746,audio_features,27u3Rh4IWYPdwVST20ALrt,spotify:track:27u3Rh4IWYPdwVST20ALrt,https://api.spotify.com/v1/tracks/27u3Rh4IWYPdwVST20ALrt,https://api.spotify.com/v1/audio-analysis/27u3Rh4IWYPdwVST20ALrt,325653,4,Hiphop,One Love (feat. Q-Tip),,
0.569,0.86,9,-4.116,1,0.043,0.135,0,0.153,0.289,181.874,audio_features,6XNANAB7sFvkfho6bMCp7o,spotify:track:6XNANAB7sFvkfho6bMCp7o,https://api.spotify.com/v1/tracks/6XNANAB7sFvkfho6bMCp7o,https://api.spotify.com/v1/audio-analysis/6XNANAB7sFvkfho6bMCp7o,270960,4,Hiphop,Summertime In Paris,,
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,202.006,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,Hiphop,Wait a Minute!,,
0.86,0.305,11,-15.617,0,0.387,0.322,0,0.0641,0.276,169.992,audio_features,6zQ0IcachvPDp04oWI7w8B,spotify:track:6zQ0IcachvPDp04oWI7w8B,https://api.spotify.com/v1/tracks/6zQ0IcachvPDp04oWI7w8B,https://api.spotify.com/v1/audio-analysis/6zQ0IcachvPDp04oWI7w8B,214680,4,Hiphop,Wya? (feat. Ugly God) - Remix,,
0.633,0.393,5,-12.603,0,0.0393,0.858,0.925,0.0817,0.423,152.044,audio_features,50Dfp4PZQqvXLlniASKpTY,spotify:track:50Dfp4PZQqvXLlniASKpTY,https://api.spotify.com/v1/tracks/50Dfp4PZQqvXLlniASKpTY,https://api.spotify.com/v1/audio-analysis/50Dfp4PZQqvXLlniASKpTY,231040,4,Hiphop,Obvs,,
0.61,0.426,0,-11.538,1,0.147,0.493,0.854,0.108,0.33,126.975,audio_features,2TbQOKDTGrg3ppGkO3gltX,spotify:track:2TbQOKDTGrg3ppGkO3gltX,https://api.spotify.com/v1/tracks/2TbQOKDTGrg3ppGkO3gltX,https://api.spotify.com/v1/audio-analysis/2TbQOKDTGrg3ppGkO3gltX,410578,4,Hiphop,Far Nearer,,
0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,180.196,audio_features,1IpYDWB31L1CxDQZztadSi,spotify:track:1IpYDWB31L1CxDQZztadSi,https://api.spotify.com/v1/tracks/1IpYDWB31L1CxDQZztadSi,https://api.spotify.com/v1/audio-analysis/1IpYDWB31L1CxDQZztadSi,235800,4,Hiphop,Lonely,,
0.642,0.538,8,-7.206,1,0.0696,0.0242,0,0.273,0.57,143.921,audio_features,1Z8gpnzgTFQKAwmV43iLBB,spotify:track:1Z8gpnzgTFQKAwmV43iLBB,https://api.spotify.com/v1/tracks/1Z8gpnzgTFQKAwmV43iLBB,https://api.spotify.com/v1/audio-analysis/1Z8gpnzgTFQKAwmV43iLBB,150160,4,Hiphop,witchblades,,
0.609,0.64,10,-7.633,1,0.0432,0.0247,0,0.079,0.425,141.957,audio_features,4eL9UZBJ6imyD6brPMTjKs,spotify:track:4eL9UZBJ6imyD6brPMTjKs,https://api.spotify.com/v1/tracks/4eL9UZBJ6imyD6brPMTjKs,https://api.spotify.com/v1/audio-analysis/4eL9UZBJ6imyD6brPMTjKs,150160,4,Hiphop,cobain,,
0.544,0.524,8,-7.914,1,0.0621,0.136,0,0.106,0.117,163.964,audio_features,0AcicReEGm1qcENjqzh1Tg,spotify:track:0AcicReEGm1qcENjqzh1Tg,https://api.spotify.com/v1/tracks/0AcicReEGm1qcENjqzh1Tg,https://api.spotify.com/v1/audio-analysis/0AcicReEGm1qcENjqzh1Tg,129429,4,Hiphop,Love Scars 3,,
0.655,0.676,5,-5.959,0,0.0378,0.484,0,0.212,0.827,141.989,audio_features,60ZppukPfY43NDU9meKJrz,spotify:track:60ZppukPfY43NDU9meKJrz,https://api.spotify.com/v1/tracks/60ZppukPfY43NDU9meKJrz,https://api.spotify.com/v1/audio-analysis/60ZppukPfY43NDU9meKJrz,164155,4,Hiphop,BAD NEWS,,
0.779,0.626,10,-7.73,0,0.067,0.0262,0.00488,0.114,0.419,140.078,audio_features,1hOoLI7psTWFbQ0oCNfcSF,spotify:track:1hOoLI7psTWFbQ0oCNfcSF,https://api.spotify.com/v1/tracks/1hOoLI7psTWFbQ0oCNfcSF,https://api.spotify.com/v1/audio-analysis/1hOoLI7psTWFbQ0oCNfcSF,206387,4,Hiphop,Lies (feat. Lil Skies),,
0.87,0.689,8,-7.921,0,0.048,0.269,0.000463,0.142,0.382,109.996,audio_features,1qfbQdDlyXHuJ7PLI5XbYa,spotify:track:1qfbQdDlyXHuJ7PLI5XbYa,https://api.spotify.com/v1/tracks/1qfbQdDlyXHuJ7PLI5XbYa,https://api.spotify.com/v1/audio-analysis/1qfbQdDlyXHuJ7PLI5XbYa,161455,4,Hiphop,FIVE SIX,,
0.601,0.712,1,-9.433,1,0.0431,0.0848,0,0.479,0.386,114.998,audio_features,79nEEoEPY2w8EXj9hjn5oc,spotify:track:79nEEoEPY2w8EXj9hjn5oc,https://api.spotify.com/v1/tracks/79nEEoEPY2w8EXj9hjn5oc,https://api.spotify.com/v1/audio-analysis/79nEEoEPY2w8EXj9hjn5oc,154000,4,Hiphop,Ginseng Strip 2002,,
0.822,0.423,2,-4.846,1,0.0453,0.00806,0,0.108,0.208,131.951,audio_features,3Hmf4dfRIwFaOLLTyDRu3T,spotify:track:3Hmf4dfRIwFaOLLTyDRu3T,https://api.spotify.com/v1/tracks/3Hmf4dfRIwFaOLLTyDRu3T,https://api.spotify.com/v1/audio-analysis/3Hmf4dfRIwFaOLLTyDRu3T,203800,4,Hiphop,Moving On,,
0.571,0.58,5,-5.973,1,0.0379,0.0128,0,0.108,0.0607,149.127,audio_features,5wtvi39DRN6sNt7xypZJxl,spotify:track:5wtvi39DRN6sNt7xypZJxl,https://api.spotify.com/v1/tracks/5wtvi39DRN6sNt7xypZJxl,https://api.spotify.com/v1/audio-analysis/5wtvi39DRN6sNt7xypZJxl,145633,4,Hiphop,Us,,
0.569,0.331,10,-8.083,0,0.0352,0.625,0,0.141,0.183,152.06,audio_features,6Msv5ySzFyjDd1L2sx3753,spotify:track:6Msv5ySzFyjDd1L2sx3753,https://api.spotify.com/v1/tracks/6Msv5ySzFyjDd1L2sx3753,https://api.spotify.com/v1/audio-analysis/6Msv5ySzFyjDd1L2sx3753,145080,4,Hiphop,Text Me (feat. Era),,
0.799,0.466,8,-9.055,1,0.0648,0.125,0,0.136,0.0558,114.082,audio_features,3WePcGyiO2HZWPw33x9rAf,spotify:track:3WePcGyiO2HZWPw33x9rAf,https://api.spotify.com/v1/tracks/3WePcGyiO2HZWPw33x9rAf,https://api.spotify.com/v1/audio-analysis/3WePcGyiO2HZWPw33x9rAf,143180,4,Hiphop,Coke (feat. Lil Peep),,
0.744,0.552,2,-6.28,1,0.192,0.138,0,0.102,0.577,140.004,audio_features,74rluVXirwea83JzfkbjmQ,spotify:track:74rluVXirwea83JzfkbjmQ,https://api.spotify.com/v1/tracks/74rluVXirwea83JzfkbjmQ,https://api.spotify.com/v1/audio-analysis/74rluVXirwea83JzfkbjmQ,229986,4,Hiphop,So Easy,,
0.476,0.825,6,-3.941,1,0.0379,7.44E-05,6.51E-05,0.115,0.43,168.298,audio_features,3jnTBMdckWNzC7PJV96kQ1,spotify:track:3jnTBMdckWNzC7PJV96kQ1,https://api.spotify.com/v1/tracks/3jnTBMdckWNzC7PJV96kQ1,https://api.spotify.com/v1/audio-analysis/3jnTBMdckWNzC7PJV96kQ1,111491,3,Hiphop,Filth,,
0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,audio_features,5STdMlrBf6pqWiNE7WqxSi,spotify:track:5STdMlrBf6pqWiNE7WqxSi,https://api.spotify.com/v1/tracks/5STdMlrBf6pqWiNE7WqxSi,https://api.spotify.com/v1/audio-analysis/5STdMlrBf6pqWiNE7WqxSi,256240,4,Hiphop,Many Men (Wish Death),,
0.836,0.484,2,-7.332,1,0.327,0.0454,0,0.0557,0.839,191.882,audio_features,2p9sprAX27D6U5cuSE9NsM,spotify:track:2p9sprAX27D6U5cuSE9NsM,https://api.spotify.com/v1/tracks/2p9sprAX27D6U5cuSE9NsM,https://api.spotify.com/v1/audio-analysis/2p9sprAX27D6U5cuSE9NsM,222933,4,Hiphop,When I B On Tha Mic,,
0.72,0.768,6,-3.804,0,0.285,0.176,0,0.118,0.709,180.346,audio_features,5tHf0v419Ia09AS9sEK6iF,spotify:track:5tHf0v419Ia09AS9sEK6iF,https://api.spotify.com/v1/tracks/5tHf0v419Ia09AS9sEK6iF,https://api.spotify.com/v1/audio-analysis/5tHf0v419Ia09AS9sEK6iF,274667,4,Hiphop,Family and Loyalty,,
0.687,0.717,10,-5.366,0,0.217,0.291,0,0.458,0.6,180.228,audio_features,6ROKaV48WctNpCTPUYoHzM,spotify:track:6ROKaV48WctNpCTPUYoHzM,https://api.spotify.com/v1/tracks/6ROKaV48WctNpCTPUYoHzM,https://api.spotify.com/v1/audio-analysis/6ROKaV48WctNpCTPUYoHzM,112065,4,Hiphop,Let's Be Friends,,
0.842,0.567,4,-6.504,0,0.0525,0.00244,1.89E-05,0.168,0.256,135.991,audio_features,2dKtWPLZvbCzwLRliNn8UI,spotify:track:2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/tracks/2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/audio-analysis/2dKtWPLZvbCzwLRliNn8UI,169412,4,Hiphop,Can't Love,,
0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,185.56,audio_features,3Osd3Yf8K73aj4ySn6LrvK,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/tracks/3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/audio-analysis/3Osd3Yf8K73aj4ySn6LrvK,272507,4,Hiphop,No Church In The Wild,,
0.741,0.718,7,-5.823,1,0.415,0.283,2.21E-06,0.23,0.576,165.848,audio_features,6JpN5w95em8SODPiM7W2PH,spotify:track:6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/tracks/6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/audio-analysis/6JpN5w95em8SODPiM7W2PH,231760,4,Hiphop,The Story of O.J.,,
0.543,0.721,1,-6.805,1,0.317,0.17,1.06E-06,0.59,0.499,165.984,audio_features,6ku4gCfjdxmYpajNONAciN,spotify:track:6ku4gCfjdxmYpajNONAciN,https://api.spotify.com/v1/tracks/6ku4gCfjdxmYpajNONAciN,https://api.spotify.com/v1/audio-analysis/6ku4gCfjdxmYpajNONAciN,251413,4,Hiphop,Family Feud,,
0.261,0.852,9,-4.965,1,0.158,0.139,4.26E-05,0.477,0.431,177.997,audio_features,1gT5TGwbkkkUliNzHRIGi1,spotify:track:1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/tracks/1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/audio-analysis/1gT5TGwbkkkUliNzHRIGi1,284493,4,Hiphop,4:44,,
0.715,0.639,5,-5.017,0,0.0752,0.0622,0,0.157,0.151,149.996,audio_features,6rz0dTA0PdhXImFV5EjM0w,spotify:track:6rz0dTA0PdhXImFV5EjM0w,https://api.spotify.com/v1/tracks/6rz0dTA0PdhXImFV5EjM0w,https://api.spotify.com/v1/audio-analysis/6rz0dTA0PdhXImFV5EjM0w,205800,4,Hiphop,Hide (feat. Seezyn),,
0.835,0.462,7,-6.227,1,0.155,0.513,0,0.0875,0.702,157.98,audio_features,40KuvsFD0zpUFuCcmt5Xm0,spotify:track:40KuvsFD0zpUFuCcmt5Xm0,https://api.spotify.com/v1/tracks/40KuvsFD0zpUFuCcmt5Xm0,https://api.spotify.com/v1/audio-analysis/40KuvsFD0zpUFuCcmt5Xm0,121672,4,Hiphop,Ex Bitch,,
0.528,0.325,2,-12.501,1,0.0293,0.857,0.0145,0.114,0.0412,167.302,audio_features,2QfkJ9lURgRpcFT2Y0B1e3,spotify:track:2QfkJ9lURgRpcFT2Y0B1e3,https://api.spotify.com/v1/tracks/2QfkJ9lURgRpcFT2Y0B1e3,https://api.spotify.com/v1/audio-analysis/2QfkJ9lURgRpcFT2Y0B1e3,91800,4,Hiphop,UGLY,,
0.683,0.0759,11,-10.567,0,0.032,0.902,0,0.089,0.74,186.372,audio_features,4rhr8LgQoPtWkQaXVPSNOO,spotify:track:4rhr8LgQoPtWkQaXVPSNOO,https://api.spotify.com/v1/tracks/4rhr8LgQoPtWkQaXVPSNOO,https://api.spotify.com/v1/audio-analysis/4rhr8LgQoPtWkQaXVPSNOO,82470,4,Hiphop,numb the pain,,
0.763,0.542,3,-6.753,0,0.148,0.639,0,0.113,0.504,142.031,audio_features,0c6SqvH32BMgbEFvpHc2gs,spotify:track:0c6SqvH32BMgbEFvpHc2gs,https://api.spotify.com/v1/tracks/0c6SqvH32BMgbEFvpHc2gs,https://api.spotify.com/v1/audio-analysis/0c6SqvH32BMgbEFvpHc2gs,122113,4,Hiphop,Let Her Go,,
0.742,0.645,6,-10.248,1,0.386,0.148,2.86E-05,0.0861,0.804,112.402,audio_features,4n358XQMHXd0xi6NazWdxr,spotify:track:4n358XQMHXd0xi6NazWdxr,https://api.spotify.com/v1/tracks/4n358XQMHXd0xi6NazWdxr,https://api.spotify.com/v1/audio-analysis/4n358XQMHXd0xi6NazWdxr,162147,4,Hiphop,Vex Oh (feat. Eight9FLY),,
0.826,0.365,1,-7.024,1,0.0412,0.849,3.80E-06,0.186,0.802,170.488,audio_features,4zMmqb0pYwX6b0qc0slCoT,spotify:track:4zMmqb0pYwX6b0qc0slCoT,https://api.spotify.com/v1/tracks/4zMmqb0pYwX6b0qc0slCoT,https://api.spotify.com/v1/audio-analysis/4zMmqb0pYwX6b0qc0slCoT,239324,4,Hiphop,Only Child,,
0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4,Hiphop,wish you were gay,,
0.753,0.539,6,-8.03,0,0.425,0.0515,1.19E-05,0.0841,0.78,167.84,audio_features,1zS4PMsHfkSXPkzrEkCkC6,spotify:track:1zS4PMsHfkSXPkzrEkCkC6,https://api.spotify.com/v1/tracks/1zS4PMsHfkSXPkzrEkCkC6,https://api.spotify.com/v1/audio-analysis/1zS4PMsHfkSXPkzrEkCkC6,134040,4,Hiphop,Invocation,,
0.737,0.429,4,-10.252,0,0.0785,0.632,0,0.104,0.147,199.91,audio_features,6HK4YGOpZr1ost68QP3ul0,spotify:track:6HK4YGOpZr1ost68QP3ul0,https://api.spotify.com/v1/tracks/6HK4YGOpZr1ost68QP3ul0,https://api.spotify.com/v1/audio-analysis/6HK4YGOpZr1ost68QP3ul0,185400,4,Hiphop,Ride Slow,,
0.723,0.395,2,-10.229,1,0.0681,0.04,0.000229,0.279,0.0772,179.908,audio_features,0cm5N7sj43FBfrVoJOfLhC,spotify:track:0cm5N7sj43FBfrVoJOfLhC,https://api.spotify.com/v1/tracks/0cm5N7sj43FBfrVoJOfLhC,https://api.spotify.com/v1/audio-analysis/0cm5N7sj43FBfrVoJOfLhC,173060,4,Hiphop,Mistakes,,
0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4,Hiphop,BOP,,
0.85,0.516,0,-7.664,0,0.0714,0.763,0,0.0896,0.874,108.963,audio_features,2ktxr00GpTtbMNeBjNeY8D,spotify:track:2ktxr00GpTtbMNeBjNeY8D,https://api.spotify.com/v1/tracks/2ktxr00GpTtbMNeBjNeY8D,https://api.spotify.com/v1/audio-analysis/2ktxr00GpTtbMNeBjNeY8D,158532,4,Hiphop,Who Needs Love,,
0.704,0.572,3,-7.107,0,0.038,0.185,0,0.124,0.17,180.026,audio_features,4VE02IlNVRSXPk3p9B4Nxz,spotify:track:4VE02IlNVRSXPk3p9B4Nxz,https://api.spotify.com/v1/tracks/4VE02IlNVRSXPk3p9B4Nxz,https://api.spotify.com/v1/audio-analysis/4VE02IlNVRSXPk3p9B4Nxz,118667,4,Hiphop,crash my whip,,
0.789,0.412,7,-7.518,1,0.243,0.0218,0.000312,0.3,0.518,179.828,audio_features,4MiePLWUQG5xcUL7s6lESY,spotify:track:4MiePLWUQG5xcUL7s6lESY,https://api.spotify.com/v1/tracks/4MiePLWUQG5xcUL7s6lESY,https://api.spotify.com/v1/audio-analysis/4MiePLWUQG5xcUL7s6lESY,241760,4,Hiphop,Got 'Til It's Gone,,
0.446,0.407,5,-3.056,1,0.031,0.718,0,0.0732,0.141,162.082,audio_features,3arQDLbkZnujJVfhoyEDlM,spotify:track:3arQDLbkZnujJVfhoyEDlM,https://api.spotify.com/v1/tracks/3arQDLbkZnujJVfhoyEDlM,https://api.spotify.com/v1/audio-analysis/3arQDLbkZnujJVfhoyEDlM,166033,4,Hiphop,Triumph,,
0.549,0.532,4,-6.234,0,0.0309,0.147,1.34E-06,0.169,0.126,111.066,audio_features,2hv3PVAj6KKDOVNhyRfjeG,spotify:track:2hv3PVAj6KKDOVNhyRfjeG,https://api.spotify.com/v1/tracks/2hv3PVAj6KKDOVNhyRfjeG,https://api.spotify.com/v1/audio-analysis/2hv3PVAj6KKDOVNhyRfjeG,194608,4,Hiphop,LIMBO,,
0.577,0.734,1,-4.884,1,0.294,0.157,0,0.134,0.343,181.45,audio_features,2OgamvpssY4fBgw2IAi0vS,spotify:track:2OgamvpssY4fBgw2IAi0vS,https://api.spotify.com/v1/tracks/2OgamvpssY4fBgw2IAi0vS,https://api.spotify.com/v1/audio-analysis/2OgamvpssY4fBgw2IAi0vS,142041,4,Hiphop,Rich Soul,,
0.819,0.525,6,-8.85,1,0.104,0.00524,1.61E-05,0.0954,0.15,124.856,audio_features,6rdaW0ZtNeQv4J2lmOf4sS,spotify:track:6rdaW0ZtNeQv4J2lmOf4sS,https://api.spotify.com/v1/tracks/6rdaW0ZtNeQv4J2lmOf4sS,https://api.spotify.com/v1/audio-analysis/6rdaW0ZtNeQv4J2lmOf4sS,163200,4,Hiphop,Party Here,,
0.798,0.412,2,-9.305,1,0.36,0.443,7.43E-05,0.219,0.304,135.959,audio_features,1AqemxWsT0iGg5Lvkm16Bt,spotify:track:1AqemxWsT0iGg5Lvkm16Bt,https://api.spotify.com/v1/tracks/1AqemxWsT0iGg5Lvkm16Bt,https://api.spotify.com/v1/audio-analysis/1AqemxWsT0iGg5Lvkm16Bt,192973,4,Hiphop,Fukk Sleep (feat. FKA twigs),,
0.792,0.754,10,-7.347,1,0.108,0.385,0.000863,0.165,0.251,120,audio_features,26zo23frbrONsEJs6m2drZ,spotify:track:26zo23frbrONsEJs6m2drZ,https://api.spotify.com/v1/tracks/26zo23frbrONsEJs6m2drZ,https://api.spotify.com/v1/audio-analysis/26zo23frbrONsEJs6m2drZ,192000,4,Hiphop,Dead to Me,,
0.651,0.726,8,-7.583,1,0.312,0.576,0.0152,0.272,0.657,178.61,audio_features,1cQCdozRmaErXowT6iDQML,spotify:track:1cQCdozRmaErXowT6iDQML,https://api.spotify.com/v1/tracks/1cQCdozRmaErXowT6iDQML,https://api.spotify.com/v1/audio-analysis/1cQCdozRmaErXowT6iDQML,266394,4,Hiphop,TROJAN HORSE,,
0.666,0.721,8,-7.957,1,0.0333,0.159,0.0886,0.0888,0.179,110.027,audio_features,7mkjLeqNeFLuzjcf2sOTqP,spotify:track:7mkjLeqNeFLuzjcf2sOTqP,https://api.spotify.com/v1/tracks/7mkjLeqNeFLuzjcf2sOTqP,https://api.spotify.com/v1/audio-analysis/7mkjLeqNeFLuzjcf2sOTqP,218152,4,Hiphop,D'vocean,,
0.425,0.625,9,-6.863,1,0.0339,0.0188,9.44E-05,0.118,0.518,200.631,audio_features,3ernkvxpkWap60SeadSqGL,spotify:track:3ernkvxpkWap60SeadSqGL,https://api.spotify.com/v1/tracks/3ernkvxpkWap60SeadSqGL,https://api.spotify.com/v1/audio-analysis/3ernkvxpkWap60SeadSqGL,177625,4,Hiphop,Cash Machine,,
0.649,0.725,1,-5.329,0,0.142,0.25,0,0.748,0.388,138.86,audio_features,1F0BebSHEH9U4vORZisKW3,spotify:track:1F0BebSHEH9U4vORZisKW3,https://api.spotify.com/v1/tracks/1F0BebSHEH9U4vORZisKW3,https://api.spotify.com/v1/audio-analysis/1F0BebSHEH9U4vORZisKW3,196274,4,Hiphop,Friends - Edit,,
